"wage","gender","age","ageclass","ageclass2","emptype","hours","macroarea","region","citizenship","education"
1920,"Male",55,"55-59","55-64","Male",40,"nord","Valle d'Aosta","italian","middle school"
350,"Female",33,"30-34","25-34","Female",12,"nord","Lombardia","ue","professional high school"
1700,"Male",33,"30-34","25-34","Male",40,"nord","Piemonte","italian","college or more"
960,"Male",27,"25-29","25-34","Male",50,"center","Marche","italian","high school"
2300,"Male",49,"45-49","45-54","Male",50,"south","Basilicata","italian","high school"
850,"Male",29,"25-29","25-34","Male",40,"nord","Valle d'Aosta","ue","high school"
2200,"Female",56,"55-59","55-64","Female",40,"nord","Piemonte","italian","college or more"
1800,"Male",32,"30-34","25-34","Male",40,"nord","Trentino alto Adige","italian","high school"
1030,"Male",33,"30-34","25-34","Male",40,"center","Umbria","italian","college or more"
1000,"Female",46,"45-49","45-54","Female",24,"center","Marche","italian","middle school"
900,"Female",46,"45-49","45-54","Female",20,"center","Toscana","italian","college or more"
1300,"Female",49,"45-49","45-54","Female",40,"nord","Trentino alto Adige","italian","professional high school"
900,"Male",57,"55-59","55-64","Male",36,"center","Marche","italian","high school"
1240,"Male",40,"40-44","35-44","Male",40,"nord","Friuli Venezia Giulia","italian","middle school"
1700,"Male",38,"35-39","35-44","Male",38,"center","Umbria","italian","college or more"
1180,"Male",20,"20-24","15-24","Male",40,"south","Calabria","italian","high school"
1550,"Female",43,"40-44","35-44","Female",36,"nord","Valle d'Aosta","italian","college or more"
1000,"Male",40,"40-44","35-44","Male",40,"south","Puglia","italian","high school"
1800,"Female",43,"40-44","35-44","Female",40,"nord","Veneto","italian","high school"
1550,"Female",53,"50-54","45-54","Female",40,"nord","Lombardia","italian","middle school"
1100,"Female",36,"35-39","35-44","Female",40,"nord","Lombardia","italian","college or more"
1640,"Female",48,"45-49","45-54","Female",36,"center","Lazio","italian","college or more"
1500,"Female",39,"35-39","35-44","Female",38,"center","Marche","italian","college or more"
1800,"Male",47,"45-49","45-54","Male",40,"south","Abruzzo","italian","high school"
360,"Female",52,"50-54","45-54","Female",40,"nord","Emilia Romagna","italian","middle school"
1260,"Male",51,"50-54","45-54","Male",40,"nord","Emilia Romagna","non-ue","middle school"
1500,"Male",64,"60-64","55-64","Male",40,"center","Lazio","italian","high school"
1200,"Male",38,"35-39","35-44","Male",40,"nord","Lombardia","non-ue","middle school"
780,"Female",60,"60-64","55-64","Female",40,"nord","Veneto","italian","elementary school"
1500,"Female",59,"55-59","55-64","Female",39,"center","Toscana","italian","high school"
1200,"Female",52,"50-54","45-54","Female",60,"center","Toscana","italian","middle school"
1700,"Male",38,"35-39","35-44","Male",37,"south","Puglia","italian","professional high school"
850,"Female",25,"25-29","25-34","Female",30,"nord","Lombardia","italian","high school"
1500,"Male",37,"35-39","35-44","Male",40,"center","Umbria","non-ue","middle school"
2000,"Male",45,"45-49","45-54","Male",45,"nord","Lombardia","italian","middle school"
1700,"Male",28,"25-29","25-34","Male",36,"nord","Friuli Venezia Giulia","italian","college or more"
2450,"Female",53,"50-54","45-54","Female",42,"nord","Emilia Romagna","italian","college or more"
1200,"Male",37,"35-39","35-44","Male",40,"center","Marche","non-ue","middle school"
800,"Male",56,"55-59","55-64","Male",40,"south","Calabria","italian","high school"
1100,"Male",18,"15-19","15-24","Male",40,"nord","Friuli Venezia Giulia","italian","professional high school"
1650,"Female",56,"55-59","55-64","Female",27,"nord","Piemonte","italian","high school"
2000,"Male",41,"40-44","35-44","Male",36,"south","Sicilia","italian","college or more"
1100,"Male",43,"40-44","35-44","Male",35,"south","Sicilia","italian","high school"
1550,"Male",56,"55-59","55-64","Male",40,"center","Toscana","italian","middle school"
1200,"Male",43,"40-44","35-44","Male",40,"nord","Trentino alto Adige","non-ue","elementary school"
1850,"Male",49,"45-49","45-54","Male",42,"nord","Emilia Romagna","italian","high school"
1600,"Male",47,"45-49","45-54","Male",40,"center","Lazio","italian","middle school"
1250,"Female",51,"50-54","45-54","Female",36,"center","Lazio","italian","high school"
1100,"Male",27,"25-29","25-34","Male",38,"center","Lazio","italian","high school"
1300,"Male",31,"30-34","25-34","Male",40,"nord","Lombardia","italian","college or more"
1500,"Male",60,"60-64","55-64","Male",36,"south","Molise","italian","high school"
1900,"Male",51,"50-54","45-54","Male",36,"nord","Liguria","italian","middle school"
1850,"Female",48,"45-49","45-54","Female",40,"nord","Lombardia","italian","high school"
1010,"Female",37,"35-39","35-44","Female",25,"nord","Emilia Romagna","italian","high school"
1290,"Male",37,"35-39","35-44","Male",40,"south","Sardegna","italian","college or more"
1100,"Female",31,"30-34","25-34","Female",36,"south","Calabria","italian","college or more"
1800,"Female",43,"40-44","35-44","Female",36,"nord","Trentino alto Adige","italian","high school"
1800,"Male",54,"50-54","45-54","Male",36,"nord","Friuli Venezia Giulia","italian","college or more"
1320,"Male",47,"45-49","45-54","Male",40,"nord","Lombardia","italian","middle school"
2000,"Male",43,"40-44","35-44","Male",36,"south","Sardegna","italian","high school"
1060,"Female",43,"40-44","35-44","Female",36,"south","Molise","italian","middle school"
1330,"Male",52,"50-54","45-54","Male",40,"nord","Lombardia","italian","high school"
1600,"Male",52,"50-54","45-54","Male",40,"nord","Emilia Romagna","italian","high school"
1500,"Female",64,"60-64","55-64","Female",36,"south","Basilicata","italian","high school"
1400,"Female",30,"30-34","25-34","Female",40,"nord","Lombardia","italian","college or more"
1000,"Female",54,"50-54","45-54","Female",50,"south","Molise","non-ue","high school"
1800,"Male",46,"45-49","45-54","Male",45,"nord","Emilia Romagna","italian","middle school"
1700,"Female",65,"65-69","65-74","Female",37,"nord","Liguria","italian","college or more"
1300,"Male",20,"20-24","15-24","Male",45,"center","Toscana","italian","high school"
2000,"Male",64,"60-64","55-64","Male",40,"nord","Trentino alto Adige","italian","elementary school"
1200,"Male",50,"50-54","45-54","Male",40,"nord","Friuli Venezia Giulia","ue","professional high school"
500,"Female",41,"40-44","35-44","Female",14,"nord","Veneto","italian","middle school"
1200,"Female",33,"30-34","25-34","Female",40,"nord","Friuli Venezia Giulia","ue","high school"
1820,"Male",43,"40-44","35-44","Male",38,"south","Puglia","italian","middle school"
1400,"Male",28,"25-29","25-34","Male",40,"nord","Lombardia","italian","high school"
2500,"Male",52,"50-54","45-54","Male",40,"nord","Trentino alto Adige","italian","college or more"
1500,"Male",37,"35-39","35-44","Male",40,"center","Umbria","italian","high school"
1500,"Female",39,"35-39","35-44","Female",36,"center","Toscana","ue","college or more"
1500,"Male",73,"70-74","65-74","Male",40,"south","Calabria","italian","elementary school"
1400,"Female",46,"45-49","45-54","Female",35,"nord","Piemonte","italian","high school"
1670,"Male",36,"35-39","35-44","Male",40,"nord","Friuli Venezia Giulia","italian","professional high school"
1220,"Male",43,"40-44","35-44","Male",50,"center","Toscana","non-ue","college or more"
1200,"Female",29,"25-29","25-34","Female",36,"nord","Friuli Venezia Giulia","italian","college or more"
1250,"Male",24,"20-24","15-24","Male",40,"nord","Veneto","italian","high school"
940,"Male",46,"45-49","45-54","Male",40,"south","Calabria","italian","middle school"
400,"Female",51,"50-54","45-54","Female",30,"south","Abruzzo","non-ue","elementary school"
3000,"Male",55,"55-59","55-64","Male",40,"nord","Liguria","italian","college or more"
1000,"Female",21,"20-24","15-24","Female",40,"nord","Trentino alto Adige","italian","high school"
1200,"Male",35,"35-39","35-44","Male",45,"nord","Emilia Romagna","non-ue","middle school"
1590,"Male",55,"55-59","55-64","Male",40,"center","Marche","italian","high school"
1200,"Male",47,"45-49","45-54","Male",40,"nord","Lombardia","italian","middle school"
1700,"Female",54,"50-54","45-54","Female",39,"center","Toscana","italian","middle school"
900,"Male",52,"50-54","45-54","Male",30,"center","Umbria","italian","elementary school"
960,"Male",66,"65-69","65-74","Male",40,"center","Marche","italian","high school"
1440,"Male",61,"60-64","55-64","Male",40,"nord","Lombardia","italian","high school"
550,"Female",33,"30-34","25-34","Female",20,"center","Toscana","italian","middle school"
2000,"Male",32,"30-34","25-34","Male",40,"south","Basilicata","italian","college or more"
1600,"Male",41,"40-44","35-44","Male",40,"nord","Piemonte","italian","college or more"
900,"Female",41,"40-44","35-44","Female",16,"nord","Piemonte","italian","high school"
2100,"Female",36,"35-39","35-44","Female",38,"nord","Liguria","italian","college or more"
2380,"Male",40,"40-44","35-44","Male",40,"south","Campania","italian","college or more"
1200,"Male",33,"30-34","25-34","Male",40,"nord","Emilia Romagna","italian","high school"
2500,"Male",30,"30-34","25-34","Male",40,"nord","Veneto","italian","college or more"
710,"Female",26,"25-29","25-34","Female",20,"center","Lazio","italian","middle school"
1100,"Male",40,"40-44","35-44","Male",40,"south","Sardegna","italian","high school"
1990,"Male",40,"40-44","35-44","Male",40,"nord","Veneto","italian","high school"
580,"Female",43,"40-44","35-44","Female",20,"nord","Lombardia","italian","professional high school"
1310,"Female",45,"45-49","45-54","Female",40,"center","Marche","italian","middle school"
1700,"Male",57,"55-59","55-64","Male",40,"center","Toscana","italian","middle school"
800,"Male",42,"40-44","35-44","Male",18,"south","Puglia","italian","high school"
640,"Female",21,"20-24","15-24","Female",20,"nord","Trentino alto Adige","italian","professional high school"
1530,"Female",59,"55-59","55-64","Female",40,"nord","Lombardia","italian","middle school"
1680,"Male",61,"60-64","55-64","Male",40,"south","Sicilia","italian","high school"
1290,"Female",43,"40-44","35-44","Female",36,"south","Sicilia","italian","high school"
1400,"Female",46,"45-49","45-54","Female",24,"center","Marche","italian","high school"
740,"Female",60,"60-64","55-64","Female",19,"nord","Piemonte","italian","professional high school"
1130,"Male",62,"60-64","55-64","Male",48,"south","Sardegna","italian","middle school"
800,"Male",35,"35-39","35-44","Male",40,"nord","Lombardia","non-ue","middle school"
820,"Female",57,"55-59","55-64","Female",22,"nord","Lombardia","non-ue","high school"
2360,"Male",51,"50-54","45-54","Male",40,"nord","Lombardia","italian","high school"
2600,"Male",37,"35-39","35-44","Male",40,"nord","Piemonte","italian","college or more"
1200,"Male",34,"30-34","25-34","Male",40,"center","Toscana","italian","college or more"
1200,"Female",39,"35-39","35-44","Female",40,"nord","Veneto","italian","middle school"
1500,"Male",40,"40-44","35-44","Male",40,"nord","Friuli Venezia Giulia","italian","professional high school"
1350,"Female",59,"55-59","55-64","Female",25,"center","Marche","italian","high school"
1160,"Male",36,"35-39","35-44","Male",40,"nord","Lombardia","italian","middle school"
700,"Female",48,"45-49","45-54","Female",20,"south","Campania","italian","high school"
700,"Male",49,"45-49","45-54","Male",24,"nord","Liguria","italian","middle school"
1400,"Male",45,"45-49","45-54","Male",40,"nord","Liguria","italian","middle school"
1380,"Male",34,"30-34","25-34","Male",40,"nord","Emilia Romagna","italian","college or more"
1400,"Female",49,"45-49","45-54","Female",25,"south","Campania","italian","college or more"
1220,"Female",40,"40-44","35-44","Female",38,"nord","Trentino alto Adige","non-ue","middle school"
1240,"Male",45,"45-49","45-54","Male",40,"center","Toscana","italian","middle school"
650,"Female",47,"45-49","45-54","Female",30,"nord","Veneto","italian","professional high school"
1350,"Male",36,"35-39","35-44","Male",40,"nord","Piemonte","ue","middle school"
890,"Female",52,"50-54","45-54","Female",20,"nord","Lombardia","italian","high school"
1990,"Male",49,"45-49","45-54","Male",40,"nord","Veneto","italian","college or more"
1260,"Male",57,"55-59","55-64","Male",40,"south","Abruzzo","italian","middle school"
1520,"Female",51,"50-54","45-54","Female",25,"nord","Lombardia","italian","high school"
300,"Male",26,"25-29","25-34","Male",39,"south","Puglia","italian","professional high school"
1000,"Female",49,"45-49","45-54","Female",50,"nord","Piemonte","ue","middle school"
900,"Male",44,"40-44","35-44","Male",40,"south","Sicilia","italian","middle school"
490,"Male",25,"25-29","25-34","Male",40,"center","Umbria","ue","professional high school"
970,"Male",45,"45-49","45-54","Male",30,"center","Umbria","italian","middle school"
1200,"Male",48,"45-49","45-54","Male",32,"nord","Piemonte","italian","high school"
1920,"Male",42,"40-44","35-44","Male",40,"south","Puglia","italian","high school"
1300,"Male",37,"35-39","35-44","Male",40,"south","Sardegna","italian","middle school"
740,"Male",43,"40-44","35-44","Male",40,"nord","Emilia Romagna","italian","high school"
1200,"Female",27,"25-29","25-34","Female",40,"nord","Lombardia","italian","high school"
1800,"Male",34,"30-34","25-34","Male",50,"nord","Veneto","italian","college or more"
1620,"Female",54,"50-54","45-54","Female",40,"nord","Piemonte","italian","high school"
1200,"Female",58,"55-59","55-64","Female",36,"center","Lazio","italian","high school"
1870,"Male",42,"40-44","35-44","Male",40,"center","Toscana","italian","high school"
390,"Male",28,"25-29","25-34","Male",40,"nord","Emilia Romagna","italian","college or more"
2030,"Male",41,"40-44","35-44","Male",40,"nord","Trentino alto Adige","italian","college or more"
910,"Male",21,"20-24","15-24","Male",40,"center","Lazio","italian","high school"
1700,"Female",51,"50-54","45-54","Female",36,"nord","Lombardia","ue","college or more"
1420,"Female",37,"35-39","35-44","Female",21,"south","Puglia","italian","middle school"
2900,"Male",53,"50-54","45-54","Male",60,"center","Toscana","italian","college or more"
1730,"Male",30,"30-34","25-34","Male",40,"south","Sicilia","italian","high school"
1400,"Male",34,"30-34","25-34","Male",32,"nord","Trentino alto Adige","italian","college or more"
500,"Male",22,"20-24","15-24","Male",40,"nord","Emilia Romagna","italian","professional high school"
1980,"Male",45,"45-49","45-54","Male",40,"nord","Piemonte","italian","high school"
600,"Female",51,"50-54","45-54","Female",39,"south","Calabria","italian","middle school"
1500,"Male",25,"25-29","25-34","Male",40,"nord","Trentino alto Adige","italian","high school"
700,"Female",37,"35-39","35-44","Female",21,"nord","Emilia Romagna","ue","middle school"
400,"Female",24,"20-24","15-24","Female",40,"nord","Lombardia","italian","college or more"
1450,"Male",59,"55-59","55-64","Male",40,"nord","Emilia Romagna","italian","middle school"
750,"Female",48,"45-49","45-54","Female",24,"south","Sicilia","italian","middle school"
1300,"Male",56,"55-59","55-64","Male",40,"nord","Emilia Romagna","italian","middle school"
1700,"Male",59,"55-59","55-64","Male",40,"nord","Trentino alto Adige","italian","high school"
1070,"Male",59,"55-59","55-64","Male",37,"nord","Trentino alto Adige","italian","professional high school"
1600,"Male",61,"60-64","55-64","Male",40,"nord","Liguria","italian","high school"
1100,"Male",56,"55-59","55-64","Male",36,"south","Basilicata","italian","professional high school"
1800,"Male",34,"30-34","25-34","Male",50,"nord","Friuli Venezia Giulia","italian","middle school"
1350,"Male",35,"35-39","35-44","Male",20,"nord","Piemonte","italian","college or more"
2420,"Male",60,"60-64","55-64","Male",38,"center","Umbria","italian","high school"
2800,"Female",38,"35-39","35-44","Female",50,"nord","Trentino alto Adige","italian","college or more"
1800,"Male",57,"55-59","55-64","Male",40,"center","Lazio","italian","middle school"
1350,"Male",49,"45-49","45-54","Male",36,"center","Lazio","italian","middle school"
2500,"Female",46,"45-49","45-54","Female",45,"nord","Piemonte","italian","college or more"
1000,"Female",24,"20-24","15-24","Female",15,"south","Sardegna","italian","college or more"
1750,"Male",42,"40-44","35-44","Male",36,"south","Sicilia","italian","high school"
1490,"Male",44,"40-44","35-44","Male",40,"nord","Lombardia","italian","high school"
500,"Female",21,"20-24","15-24","Female",38,"center","Toscana","italian","high school"
250,"Female",21,"20-24","15-24","Female",6,"center","Marche","italian","middle school"
1200,"Female",50,"50-54","45-54","Female",32,"nord","Piemonte","italian","middle school"
1150,"Male",48,"45-49","45-54","Male",45,"south","Sardegna","italian","middle school"
1500,"Male",54,"50-54","45-54","Male",40,"nord","Emilia Romagna","italian","high school"
1290,"Female",56,"55-59","55-64","Female",40,"center","Lazio","italian","high school"
1640,"Male",26,"25-29","25-34","Male",18,"nord","Trentino alto Adige","italian","high school"
1530,"Female",38,"35-39","35-44","Female",36,"center","Lazio","italian","college or more"
1100,"Female",39,"35-39","35-44","Female",40,"nord","Piemonte","italian","high school"
1600,"Female",47,"45-49","45-54","Female",36,"nord","Valle d'Aosta","italian","high school"
1700,"Female",43,"40-44","35-44","Female",38,"nord","Trentino alto Adige","italian","middle school"
1380,"Male",59,"55-59","55-64","Male",40,"nord","Trentino alto Adige","italian","middle school"
600,"Female",50,"50-54","45-54","Female",30,"south","Calabria","non-ue","high school"
1200,"Male",64,"60-64","55-64","Male",40,"south","Puglia","italian","high school"
590,"Female",41,"40-44","35-44","Female",24,"south","Puglia","italian","college or more"
2000,"Male",32,"30-34","25-34","Male",50,"nord","Trentino alto Adige","italian","professional high school"
1690,"Male",41,"40-44","35-44","Male",40,"nord","Veneto","italian","high school"
1800,"Female",62,"60-64","55-64","Female",38,"south","Puglia","italian","college or more"
2700,"Female",55,"55-59","55-64","Female",30,"south","Sardegna","italian","college or more"
1430,"Female",52,"50-54","45-54","Female",48,"nord","Friuli Venezia Giulia","italian","high school"
700,"Female",40,"40-44","35-44","Female",20,"nord","Liguria","italian","high school"
980,"Male",53,"50-54","45-54","Male",25,"south","Campania","italian","middle school"
1900,"Male",31,"30-34","25-34","Male",28,"nord","Trentino alto Adige","italian","middle school"
700,"Female",59,"55-59","55-64","Female",20,"nord","Trentino alto Adige","italian","high school"
800,"Female",53,"50-54","45-54","Female",25,"center","Umbria","non-ue","college or more"
1950,"Male",55,"55-59","55-64","Male",40,"center","Toscana","italian","middle school"
1360,"Male",59,"55-59","55-64","Male",40,"south","Puglia","italian","middle school"
1380,"Male",53,"50-54","45-54","Male",40,"center","Lazio","italian","middle school"
1300,"Male",37,"35-39","35-44","Male",40,"nord","Piemonte","italian","high school"
2380,"Male",49,"45-49","45-54","Male",36,"center","Toscana","italian","high school"
900,"Male",43,"40-44","35-44","Male",24,"nord","Valle d'Aosta","italian","high school"
2100,"Male",57,"55-59","55-64","Male",45,"nord","Trentino alto Adige","italian","college or more"
1350,"Male",37,"35-39","35-44","Male",40,"center","Lazio","italian","middle school"
1200,"Male",33,"30-34","25-34","Male",40,"nord","Piemonte","italian","high school"
1600,"Male",47,"45-49","45-54","Male",40,"nord","Veneto","italian","high school"
1420,"Female",30,"30-34","25-34","Female",40,"nord","Emilia Romagna","italian","middle school"
1090,"Female",62,"60-64","55-64","Female",9,"south","Sardegna","italian","college or more"
1300,"Male",50,"50-54","45-54","Male",39,"center","Toscana","italian","middle school"
250,"Female",52,"50-54","45-54","Female",5,"south","Campania","italian","middle school"
1800,"Male",43,"40-44","35-44","Male",40,"nord","Lombardia","italian","middle school"
1460,"Female",51,"50-54","45-54","Female",40,"center","Toscana","italian","middle school"
1250,"Male",31,"30-34","25-34","Male",40,"center","Toscana","italian","high school"
1200,"Female",26,"25-29","25-34","Female",36,"center","Lazio","italian","high school"
1250,"Male",51,"50-54","45-54","Male",40,"nord","Emilia Romagna","italian","professional high school"
1840,"Female",44,"40-44","35-44","Female",40,"center","Lazio","italian","college or more"
1100,"Female",54,"50-54","45-54","Female",36,"south","Basilicata","italian","high school"
1500,"Male",30,"30-34","25-34","Male",20,"nord","Lombardia","italian","college or more"
1400,"Male",57,"55-59","55-64","Male",36,"nord","Veneto","italian","high school"
1600,"Female",53,"50-54","45-54","Female",40,"south","Basilicata","italian","middle school"
1100,"Male",58,"55-59","55-64","Male",36,"south","Calabria","italian","high school"
1400,"Male",63,"60-64","55-64","Male",40,"nord","Emilia Romagna","italian","middle school"
1100,"Female",19,"15-19","15-24","Female",40,"south","Molise","italian","high school"
2040,"Female",53,"50-54","45-54","Female",38,"south","Sicilia","italian","high school"
1800,"Male",59,"55-59","55-64","Male",36,"south","Puglia","italian","college or more"
1700,"Male",41,"40-44","35-44","Male",40,"nord","Veneto","italian","high school"
1520,"Male",58,"55-59","55-64","Male",35,"nord","Emilia Romagna","italian","high school"
1600,"Male",28,"25-29","25-34","Male",40,"center","Umbria","italian","high school"
3000,"Male",35,"35-39","35-44","Male",40,"center","Marche","italian","middle school"
1800,"Male",48,"45-49","45-54","Male",45,"south","Puglia","italian","high school"
1030,"Female",60,"60-64","55-64","Female",24,"nord","Veneto","italian","professional high school"
1500,"Female",42,"40-44","35-44","Female",40,"nord","Friuli Venezia Giulia","italian","high school"
1000,"Female",28,"25-29","25-34","Female",36,"south","Basilicata","italian","college or more"
650,"Female",24,"20-24","15-24","Female",20,"nord","Friuli Venezia Giulia","ue","high school"
1000,"Female",45,"45-49","45-54","Female",23,"nord","Lombardia","italian","high school"
980,"Female",49,"45-49","45-54","Female",30,"nord","Lombardia","non-ue","high school"
1500,"Male",44,"40-44","35-44","Male",40,"nord","Piemonte","italian","high school"
1800,"Male",43,"40-44","35-44","Male",40,"nord","Liguria","italian","high school"
800,"Female",53,"50-54","45-54","Female",25,"nord","Veneto","non-ue","middle school"
2070,"Male",65,"65-69","65-74","Male",38,"center","Lazio","italian","high school"
1350,"Male",50,"50-54","45-54","Male",40,"center","Toscana","italian","middle school"
1800,"Male",35,"35-39","35-44","Male",40,"south","Sicilia","italian","college or more"
700,"Male",55,"55-59","55-64","Male",60,"south","Sicilia","non-ue","middle school"
1200,"Male",64,"60-64","55-64","Male",36,"south","Puglia","italian","middle school"
1800,"Male",45,"45-49","45-54","Male",45,"center","Marche","italian","college or more"
700,"Female",58,"55-59","55-64","Female",16,"center","Toscana","italian","professional high school"
1230,"Male",40,"40-44","35-44","Male",40,"south","Sardegna","italian","high school"
2600,"Female",38,"35-39","35-44","Female",36,"center","Umbria","italian","college or more"
850,"Female",30,"30-34","25-34","Female",30,"nord","Lombardia","non-ue","professional high school"
510,"Female",44,"40-44","35-44","Female",24,"nord","Piemonte","italian","middle school"
2340,"Male",66,"65-69","65-74","Male",50,"nord","Veneto","italian","college or more"
1610,"Female",59,"55-59","55-64","Female",18,"nord","Piemonte","italian","college or more"
1650,"Male",30,"30-34","25-34","Male",40,"nord","Piemonte","italian","middle school"
1210,"Female",33,"30-34","25-34","Female",40,"center","Marche","italian","high school"
1300,"Male",54,"50-54","45-54","Male",40,"nord","Friuli Venezia Giulia","italian","high school"
1300,"Female",26,"25-29","25-34","Female",45,"south","Calabria","italian","college or more"
1500,"Female",35,"35-39","35-44","Female",40,"nord","Veneto","non-ue","college or more"
1400,"Male",32,"30-34","25-34","Male",40,"nord","Lombardia","italian","middle school"
1300,"Male",57,"55-59","55-64","Male",40,"center","Marche","italian","high school"
1000,"Male",39,"35-39","35-44","Male",40,"center","Toscana","italian","middle school"
1500,"Female",45,"45-49","45-54","Female",40,"nord","Piemonte","italian","college or more"
550,"Female",32,"30-34","25-34","Female",30,"south","Sicilia","italian","high school"
3000,"Male",42,"40-44","35-44","Male",40,"nord","Emilia Romagna","italian","college or more"
1000,"Female",58,"55-59","55-64","Female",36,"nord","Lombardia","italian","middle school"
1460,"Female",28,"25-29","25-34","Female",40,"nord","Trentino alto Adige","non-ue","high school"
2700,"Female",56,"55-59","55-64","Female",40,"nord","Lombardia","italian","high school"
1200,"Male",42,"40-44","35-44","Male",40,"center","Umbria","italian","high school"
900,"Female",42,"40-44","35-44","Female",20,"nord","Lombardia","italian","middle school"
1100,"Female",51,"50-54","45-54","Female",35,"nord","Trentino alto Adige","italian","middle school"
400,"Female",23,"20-24","15-24","Female",40,"nord","Piemonte","non-ue","high school"
1200,"Female",60,"60-64","55-64","Female",36,"south","Abruzzo","italian","high school"
1470,"Female",58,"55-59","55-64","Female",30,"nord","Veneto","italian","professional high school"
850,"Female",57,"55-59","55-64","Female",50,"center","Lazio","non-ue","middle school"
600,"Female",46,"45-49","45-54","Female",20,"nord","Emilia Romagna","italian","middle school"
1300,"Male",50,"50-54","45-54","Male",40,"center","Toscana","italian","high school"
890,"Female",63,"60-64","55-64","Female",28,"nord","Trentino alto Adige","italian","professional high school"
520,"Male",19,"15-19","15-24","Male",40,"nord","Emilia Romagna","italian","high school"
590,"Female",41,"40-44","35-44","Female",24,"center","Marche","italian","middle school"
1000,"Female",33,"30-34","25-34","Female",27,"center","Toscana","italian","high school"
2350,"Male",53,"50-54","45-54","Male",40,"center","Marche","italian","high school"
800,"Female",60,"60-64","55-64","Female",26,"nord","Piemonte","non-ue","professional high school"
1600,"Male",41,"40-44","35-44","Male",28,"nord","Lombardia","italian","high school"
1400,"Female",51,"50-54","45-54","Female",40,"nord","Friuli Venezia Giulia","italian","middle school"
1350,"Female",47,"45-49","45-54","Female",36,"nord","Piemonte","italian","high school"
1700,"Male",28,"25-29","25-34","Male",40,"south","Basilicata","italian","high school"
1790,"Male",62,"60-64","55-64","Male",18,"center","Marche","italian","college or more"
1200,"Female",37,"35-39","35-44","Female",40,"nord","Trentino alto Adige","italian","professional high school"
950,"Female",58,"55-59","55-64","Female",25,"nord","Friuli Venezia Giulia","italian","high school"
1850,"Female",35,"35-39","35-44","Female",48,"center","Toscana","italian","college or more"
1130,"Female",53,"50-54","45-54","Female",36,"nord","Valle d'Aosta","italian","middle school"
1200,"Female",22,"20-24","15-24","Female",40,"nord","Trentino alto Adige","italian","high school"
1400,"Female",54,"50-54","45-54","Female",38,"center","Toscana","italian","high school"
600,"Female",32,"30-34","25-34","Female",20,"nord","Piemonte","italian","high school"
1860,"Male",58,"55-59","55-64","Male",30,"nord","Piemonte","italian","high school"
1840,"Female",51,"50-54","45-54","Female",25,"nord","Valle d'Aosta","italian","middle school"
1380,"Female",33,"30-34","25-34","Female",30,"nord","Piemonte","italian","high school"
1420,"Male",59,"55-59","55-64","Male",18,"nord","Trentino alto Adige","italian","college or more"
1550,"Female",49,"45-49","45-54","Female",36,"nord","Liguria","italian","college or more"
1280,"Male",20,"20-24","15-24","Male",40,"center","Umbria","italian","middle school"
1000,"Female",52,"50-54","45-54","Female",38,"nord","Veneto","italian","high school"
700,"Female",62,"60-64","55-64","Female",24,"center","Toscana","italian","high school"
1200,"Male",41,"40-44","35-44","Male",40,"south","Sicilia","italian","middle school"
1400,"Female",42,"40-44","35-44","Female",18,"south","Puglia","italian","college or more"
1800,"Male",27,"25-29","25-34","Male",40,"south","Molise","italian","high school"
1360,"Male",54,"50-54","45-54","Male",49,"nord","Trentino alto Adige","italian","middle school"
1700,"Female",36,"35-39","35-44","Female",32,"nord","Piemonte","italian","high school"
800,"Male",48,"45-49","45-54","Male",25,"nord","Lombardia","non-ue","middle school"
1250,"Female",36,"35-39","35-44","Female",38,"nord","Trentino alto Adige","italian","college or more"
1300,"Male",50,"50-54","45-54","Male",35,"south","Puglia","italian","high school"
1500,"Male",55,"55-59","55-64","Male",36,"south","Sicilia","italian","high school"
1910,"Female",40,"40-44","35-44","Female",36,"south","Sardegna","italian","college or more"
1280,"Female",45,"45-49","45-54","Female",36,"nord","Liguria","italian","high school"
800,"Female",49,"45-49","45-54","Female",20,"center","Marche","italian","middle school"
1030,"Female",33,"30-34","25-34","Female",20,"nord","Veneto","italian","high school"
270,"Male",27,"25-29","25-34","Male",32,"center","Umbria","italian","high school"
420,"Female",50,"50-54","45-54","Female",24,"south","Campania","italian","middle school"
700,"Male",39,"35-39","35-44","Male",24,"center","Toscana","italian","high school"
2000,"Male",55,"55-59","55-64","Male",40,"nord","Trentino alto Adige","italian","middle school"
1200,"Male",55,"55-59","55-64","Male",40,"nord","Piemonte","italian","high school"
1050,"Female",57,"55-59","55-64","Female",36,"center","Toscana","italian","professional high school"
700,"Female",21,"20-24","15-24","Female",20,"nord","Trentino alto Adige","italian","high school"
1400,"Male",59,"55-59","55-64","Male",36,"south","Sardegna","italian","high school"
1100,"Female",42,"40-44","35-44","Female",38,"nord","Veneto","italian","high school"
1330,"Female",52,"50-54","45-54","Female",30,"nord","Emilia Romagna","italian","high school"
800,"Female",46,"45-49","45-54","Female",21,"center","Lazio","italian","middle school"
750,"Male",35,"35-39","35-44","Male",20,"south","Puglia","italian","middle school"
800,"Male",21,"20-24","15-24","Male",40,"nord","Valle d'Aosta","ue","middle school"
1200,"Male",51,"50-54","45-54","Male",36,"center","Toscana","italian","middle school"
1800,"Male",61,"60-64","55-64","Male",36,"south","Campania","italian","high school"
670,"Female",42,"40-44","35-44","Female",20,"center","Toscana","non-ue","high school"
